Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
24.0,0,0,356.0,Research & Development,5.66,2,Life Sciences,2,1,73.75,3,1,Research Scientist,4,Single,4161.8,14541.96,1,0,15,4,0,2.13,2,3,5.71,3.0,2.5,2.41
60.0,0,1,1499.0,Research & Development,19.64,3,Technical Degree,3,0,56.25,3,3,Manufacturing Director,3,Married,13077.0,14541.96,8,0,11,3,1,26.3,2,3,11.42,9.0,2.5,9.64
36.0,0,1,610.0,Research & Development,28.96,4,Medical,3,0,65.0,3,3,Healthcare Representative,3,Divorced,10848.2,8317.98,1,1,11,3,1,16.82,3,2,17.13,12.0,12.5,2.41
36.0,0,1,229.0,Research & Development,10.32,2,Life Sciences,2,0,73.75,4,3,Research Director,1,Married,13077.0,18691.28,0,1,12,3,1.0,7.43,4,2,11.42,9.0,2.5,7.23
24.0,1,1,1118.0,Research & Development,14.98,3,Medical,4,0,100.0,2,1,Research Scientist,1,Single,4161.8,18691.28,1,1,15,1,0,2.13,2,3,5.71,3.0,2.5,2.41
36.0,1,2,229.0,Research & Development,5.66,3,Medical,2,0,65.0,3,1,Laboratory Technician,2,Single,4161.8,26989.92,0,0,17,1,0,2.13,3,3,5.71,3.0,2.5,2.41
30.0,0,1,1118.0,Research & Development,5.66,2,Medical,4,1,38.75,4,2,Manufacturing Director,4,Married,6390.6,4168.66,1,0,12,2,0,7.43,2,3,11.42,9.0,2.5,4.82
24.0,0,1,229.0,Research & Development,10.32,1,Life Sciences,2,1,100.0,1,1,Laboratory Technician,1,Married,4161.8,8317.98,1,0,15,1,1,2.13,3,2,5.71,6.0,2.5,2.41
54.0,0,1,356.0,Research & Development,10.32,3,Life Sciences,1,1,100.0,2,2,Healthcare Representative,3,Single,4161.8,14541.96,2,0,13,4,0,16.82,0,3,5.71,3.0,2.5,2.41
54.0,0,1,1372.0,Research & Development,5.66,4,Life Sciences,3,1,82.5,2,3,Healthcare Representative,3,Single,13077.0,22840.6,7,0,14,2,0,26.3,3,3,17.13,12.0,5.0,9.64
42.0,0,1,610.0,Research & Development,10.32,2,Medical,4,0,47.5,3,2,Manufacturing Director,3,Single,6390.6,24915.26,6,0,14,2,0,7.43,6,3,5.71,3.0,2.5,2.41
42.0,0,1,483.0,Research & Development,5.66,1,Life Sciences,4,0,73.75,2,4,Manufacturing Director,4,Married,13077.0,8317.98,1,0,16,3,1,26.3,3,3,22.84,9.0,12.5,9.64
30.0,0,1,1118.0,Research & Development,5.66,4,Life Sciences,1,0,47.5,3,2,Manufacturing Director,4,Married,4161.8,6243.32,0,0,18,2,1,2.13,2,3,5.71,3.0,2.5,2.41
36.0,0,1,864.0,Research & Development,10.32,3,Other,2,1,47.5,3,1,Laboratory Technician,4,Divorced,4161.8,10392.64,1,0,20,1,1,2.13,4,2,5.71,3.0,2.5,2.41
48.0,0,1,356.0,Sales,5.66,2,Marketing,4,1,91.25,3,5,Manager,3,Married,6390.6,8317.98,6,0,13,2,0,26.3,3,4,5.71,3.0,2.5,2.41
54.0,0,1,864.0,Research & Development,10.32,3,Life Sciences,1,1,65.0,3,1,Laboratory Technician,4,Married,4161.8,20765.94,4,0,18,2,0,7.43,5,3,5.71,3.0,2.5,2.41
60.0,0,1,737.0,Research & Development,5.66,3,Life Sciences,3,0,73.75,2,4,Manufacturing Director,4,Single,13077.0,22840.6,3,1,13,1,0,26.3,4,3,5.71,6.0,5.0,4.82
42.0,1,1,1245.0,Research & Development,14.98,2,Medical,1,0,65.0,1,2,Healthcare Representative,2,Married,6390.6,14541.96,5,0,15,1,0,16.82,2,1,5.71,3.0,2.5,2.41
60.0,0,2,229.0,Research & Development,19.64,4,Medical,3,1,65.0,3,2,Healthcare Representative,2,Married,6390.6,14541.96,3,1,14,4,2,16.82,3,3,11.42,9.0,7.5,7.23
42.0,0,0,356.0,Research & Development,10.32,1,Life Sciences,2,0,56.25,1,5,Research Director,3,Divorced,6390.6,20765.94,1,0,22,2,2,26.3,3,3,22.84,18.0,7.5,12.05
42.0,0,1,1118.0,Sales,5.66,4,Life Sciences,2,1,47.5,3,2,Sales Executive,4,Single,8619.400000000001,6243.32,8,1,12,3,0,16.82,1,3,5.71,3.0,2.5,2.41
30.0,1,0,356.0,Sales,28.96,2,Medical,2,1,82.5,1,2,Sales Executive,1,Single,6390.6,22840.6,8,0,18,4,0,7.43,6,3,5.71,3.0,2.5,2.41
54.0,1,1,356.0,Sales,5.66,1,Marketing,1,0,65.0,1,5,Manager,4,Married,6390.6,26989.92,1,0,15,4,1,26.3,3,3,34.26,15.0,7.5,9.64
48.0,0,1,1499.0,Sales,28.96,3,Medical,4,0,56.25,4,4,Sales Executive,4,Married,13077.0,12467.3,3,1,18,3,1,26.3,2,3,17.13,12.0,12.5,12.05
54.0,0,0,229.0,Sales,5.66,3,Life Sciences,4,0,100.0,3,2,Sales Executive,3,Married,6390.6,26989.92,0,0,12,1,1,16.82,3,3,22.84,9.0,2.5,14.46
42.0,1,1,991.0,Research & Development,19.64,4,Life Sciences,3,0,47.5,4,1,Laboratory Technician,1,Single,4161.8,8317.98,1,0,16,3,0,16.82,1,3,17.13,15.0,15.0,14.46
42.0,0,2,991.0,Research & Development,24.3,3,Medical,4,0,82.5,3,3,Manufacturing Director,1,Single,13077.0,6243.32,1,1,13,3,0,26.3,2,3,22.84,9.0,2.5,9.64
36.0,0,0,1118.0,Sales,10.32,1,Life Sciences,2,0,91.25,2,1,Sales Representative,4,Single,4161.8,22840.6,0,0,19,4,0,2.13,2,2,5.71,3.0,2.5,2.41
48.0,0,1,1245.0,Sales,14.98,2,Life Sciences,4,0,91.25,3,4,Manager,4,Married,6390.6,6243.32,3,0,13,2,1,26.3,4,4,11.42,6.0,2.5,2.41
36.0,0,0,1118.0,Research & Development,28.96,4,Medical,4,0,73.75,3,1,Laboratory Technician,3,Single,4161.8,12467.3,9,0,12,2,0,11.27,2,3,11.42,9.0,7.5,7.23
36.0,0,1,229.0,Sales,5.66,4,Marketing,2,1,82.5,4,2,Sales Executive,4,Divorced,10848.2,12467.3,0,0,11,4,1,16.82,2,2,17.13,3.0,2.5,9.64
60.0,0,1,1118.0,Sales,5.66,2,Technical Degree,2,1,73.75,3,3,Manager,4,Married,13077.0,12467.3,3,1,14,3,1,16.82,1,1,11.42,6.0,2.5,4.82
48.0,0,1,864.0,Human Resources,24.3,4,Medical,2,1,38.75,3,1,Human Resources,2,Single,4161.8,10392.64,1,0,16,1,0,5.4,3,3,11.42,6.0,2.5,4.82
54.0,0,2,229.0,Sales,5.66,3,Marketing,3,0,38.75,2,3,Sales Executive,2,Married,6390.6,24915.26,2,0,12,1,1,26.3,2,3,17.13,9.0,7.5,12.05
42.0,1,1,737.0,Research & Development,19.64,3,Other,1,1,82.5,3,2,Laboratory Technician,3,Divorced,6390.6,8317.98,7,0,14,2,1,9.56,3,2,5.71,3.0,2.5,2.41
30.0,1,2,356.0,Research & Development,5.66,3,Life Sciences,1,1,65.0,3,1,Research Scientist,1,Married,4161.8,16616.62,6,1,14,2,1,5.4,2,3,5.71,3.0,2.5,2.41
36.0,0,1,1372.0,Sales,10.32,4,Life Sciences,3,0,91.25,3,1,Sales Representative,3,Married,4161.8,18691.28,1,1,19,4,1,2.13,2,3,5.71,3.0,2.5,2.41
30.0,0,1,1245.0,Sales,10.32,1,Medical,4,1,82.5,3,1,Sales Representative,2,Married,4161.8,24915.26,1,0,22,2,0,2.13,5,3,5.71,3.0,2.5,2.41
42.0,0,2,1245.0,Research & Development,5.66,4,Other,3,1,47.5,3,1,Research Scientist,3,Married,4161.8,4168.66,3,0,16,1,1,7.43,2,3,5.71,3.0,2.5,2.41
54.0,0,1,1499.0,Research & Development,5.66,4,Medical,2,1,65.0,3,5,Research Director,3,Married,6390.6,14541.96,2,1,11,4,1,26.3,2,2,11.42,3.0,7.5,7.23
42.0,0,1,229.0,Research & Development,5.66,3,Other,4,0,38.75,3,2,Healthcare Representative,2,Single,4161.8,14541.96,3,0,15,1,0,7.43,3,2,5.71,6.0,2.5,2.41
42.0,0,1,356.0,Sales,28.96,3,Marketing,3,1,82.5,3,2,Sales Executive,1,Married,8619.400000000001,22840.6,1,0,14,2,1,7.43,3,2,11.42,9.0,7.5,7.23
30.0,0,2,991.0,Research & Development,5.66,1,Medical,1,0,73.75,2,1,Research Scientist,3,Divorced,4161.8,26989.92,1,0,13,3,2,5.4,5,3,5.71,6.0,2.5,4.82
48.0,0,1,483.0,Research & Development,5.66,4,Medical,4,1,47.5,3,5,Research Director,4,Divorced,6390.6,22840.6,9,0,17,4,2,26.3,0,3,5.71,3.0,2.5,2.41
60.0,0,1,1118.0,Sales,5.66,4,Life Sciences,3,0,47.5,2,3,Sales Executive,3,Married,10848.2,10392.64,6,0,11,2,1,11.27,4,3,11.42,6.0,7.5,2.41
60.0,0,2,1245.0,Research & Development,10.32,3,Medical,1,0,65.0,3,1,Research Scientist,3,Married,4161.8,12467.3,2,0,19,2,1,16.82,4,3,5.71,6.0,2.5,4.82
42.0,0,1,864.0,Research & Development,14.98,5,Medical,4,0,56.25,2,3,Manufacturing Director,4,Single,10848.2,16616.62,0,0,11,2,0,16.82,2,2,17.13,9.0,7.5,9.64
60.0,0,0,483.0,Research & Development,5.66,1,Medical,3,1,47.5,2,4,Manager,1,Single,6390.6,18691.28,7,0,15,2,0,26.3,3,4,11.42,9.0,7.5,2.41
48.0,0,1,483.0,Sales,28.96,3,Medical,3,1,82.5,2,3,Sales Executive,4,Divorced,13077.0,6243.32,5,0,13,3,1,16.82,5,3,5.71,3.0,2.5,2.41
24.0,1,2,864.0,Sales,10.32,3,Marketing,4,0,56.25,3,1,Sales Representative,4,Single,4161.8,18691.28,1,1,14,2,0,2.13,3,3,5.71,3.0,2.5,2.41
24.0,1,1,1372.0,Research & Development,10.32,3,Life Sciences,3,0,38.75,2,1,Laboratory Technician,1,Single,4161.8,18691.28,1,0,13,1,0,2.13,6,2,5.71,3.0,2.5,2.41
48.0,0,1,1118.0,Research & Development,10.32,4,Life Sciences,4,0,82.5,2,2,Research Scientist,1,Divorced,6390.6,22840.6,8,1,23,1,1.0,16.82,2,3,17.13,15.0,2.5,7.23
54.0,1,1,1372.0,Research & Development,5.66,4,Life Sciences,1,1,38.75,3,1,Research Scientist,3,Married,4161.8,10392.64,9,1,12,3,1.0,16.82,2,4,11.42,3.0,2.5,7.23
30.0,1,0,1372.0,Research & Development,24.3,2,Technical Degree,2,1,73.75,2,3,Healthcare Representative,1,Single,10848.2,12467.3,1,0,12,1,0,11.27,2,2,11.42,9.0,2.5,9.64
30.0,0,1,229.0,Research & Development,5.66,2,Medical,1,1,65.0,2,1,Laboratory Technician,1,Married,4161.8,12467.3,1,0,16,1,2,5.4,2,3,5.71,6.0,2.5,4.82
36.0,0,1,1245.0,Research & Development,24.3,3,Other,3,1,91.25,3,2,Manufacturing Director,1,Married,10848.2,10392.64,0,0,15,3,1,7.43,1,2,11.42,3.0,2.5,2.41
42.0,0,1,610.0,Research & Development,10.32,2,Technical Degree,2,0,47.5,4,1,Research Scientist,3,Married,4161.8,20765.94,1,0,13,3,0,11.27,3,3,11.42,9.0,2.5,9.64
42.0,0,1,356.0,Research & Development,19.64,1,Life Sciences,3,0,73.75,2,3,Healthcare Representative,3,Married,10848.2,24915.26,0,0,18,1,1,26.3,4,2,22.84,12.0,2.5,9.64
42.0,0,1,1499.0,Research & Development,24.3,4,Technical Degree,1,1,65.0,3,3,Healthcare Representative,4,Married,10848.2,26989.92,4,0,20,4,1,16.82,6,3,11.42,12.0,12.5,2.41
30.0,0,0,1372.0,Research & Development,10.32,5,Life Sciences,1,1,91.25,1,1,Laboratory Technician,3,Married,6390.6,6243.32,1,0,19,4,1.0,2.13,4,3,5.71,3.0,2.5,2.41
60.0,0,2,1118.0,Research & Development,5.66,1,Life Sciences,4,1,73.75,3,3,Manufacturing Director,2,Married,13077.0,16616.62,3,0,18,2,1,26.3,4,3,5.71,3.0,2.5,2.41
30.0,0,1,864.0,Research & Development,10.32,3,Other,3,0,65.0,3,2,Research Scientist,3,Single,4161.8,8317.98,3,0,13,4,0,11.27,4,4,11.42,9.0,2.5,7.23
48.0,1,1,1499.0,Human Resources,5.66,2,Medical,2,1,91.25,2,3,Human Resources,1,Married,10848.2,4168.66,9,0,14,4,1,26.3,1,3,22.84,9.0,5.0,7.23
36.0,0,1,737.0,Research & Development,5.66,3,Life Sciences,4,1,38.75,2,3,Healthcare Representative,4,Divorced,8619.400000000001,22840.6,4,0,15,3,1,9.56,2,3,5.71,3.0,2.5,2.41
36.0,1,1,1245.0,Sales,5.66,3,Technical Degree,4,1,91.25,3,3,Sales Executive,1,Single,10848.2,10392.64,0,1,22,1,0,9.56,2,3,11.42,9.0,5.0,7.23
36.0,1,2,864.0,Research & Development,28.96,4,Medical,1,0,56.25,2,2,Research Scientist,3,Single,6390.6,4168.66,1,0,22,2,0,16.82,4,3,17.13,9.0,5.0,9.64
30.0,0,1,991.0,Research & Development,19.64,2,Life Sciences,1,1,56.25,3,1,Laboratory Technician,3,Divorced,4161.8,22840.6,1,0,16,4,1,2.13,5,2,5.71,3.0,2.5,2.41
36.0,0,2,737.0,Research & Development,5.66,1,Life Sciences,1,1,47.5,3,2,Healthcare Representative,4,Single,8619.400000000001,22840.6,0,0,17,3,0,7.43,1,2,11.42,3.0,2.5,4.82
42.0,0,1,356.0,Sales,10.32,4,Life Sciences,4,0,91.25,2,2,Sales Executive,4,Divorced,8619.400000000001,24915.26,2,1,14,3,1.0,7.43,5,3,5.71,3.0,2.5,2.41
30.0,1,1,1245.0,Research & Development,5.66,1,Technical Degree,4,1,38.75,3,1,Laboratory Technician,4,Married,4161.8,6243.32,1,1,15,2,1,7.43,3,4,11.42,9.0,7.5,7.23
30.0,1,1,1372.0,Research & Development,24.3,3,Medical,1,1,38.75,3,1,Laboratory Technician,3,Divorced,4161.8,20765.94,1,0,20,3,1,2.13,0,2,5.71,3.0,2.5,2.41
36.0,1,1,1118.0,Research & Development,28.96,3,Medical,1,1,56.25,2,1,Research Scientist,2,Single,4161.8,4168.66,4,1,20,2,0,5.4,0,3,5.71,3.0,2.5,2.41
48.0,0,1,483.0,Research & Development,5.66,2,Medical,4,1,38.75,3,4,Manager,1,Married,6390.6,14541.96,0,0,17,4,1,26.3,3,3,22.84,9.0,15.0,7.23
30.0,1,2,1118.0,Research & Development,5.66,3,Medical,1,1,47.5,2,1,Laboratory Technician,2,Divorced,4161.8,8317.98,1,0,15,1,2,2.13,2,3,5.71,3.0,2.5,2.41
54.0,1,2,991.0,Sales,5.66,4,Other,4,1,82.5,3,2,Sales Executive,3,Single,6390.6,18691.28,3,1,14,4,0,5.4,4,3,5.71,3.0,2.5,2.41
36.0,0,2,991.0,Sales,10.32,3,Life Sciences,4,0,38.75,3,2,Sales Executive,2,Married,4161.8,14541.96,0,0,17,3,1,2.13,3,3,5.71,3.0,2.5,2.41
36.0,0,0,737.0,Research & Development,5.66,4,Life Sciences,3,1,47.5,2,1,Research Scientist,4,Married,4161.8,22840.6,3,0,17,4,1.0,5.4,2,3,5.71,3.0,2.5,2.41
54.0,0,0,1372.0,Research & Development,5.66,4,Medical,1,1,38.75,4,4,Manager,4,Single,6390.6,16616.62,2,0,22,3,0,26.3,3,2,5.71,6.0,2.5,2.41
48.0,0,0,1118.0,Sales,10.32,4,Life Sciences,2,0,73.75,2,2,Sales Executive,3,Married,6390.6,18691.28,1,0,13,4,1,16.82,2,3,17.13,12.0,5.0,12.05
54.0,0,1,1118.0,Research & Development,10.32,4,Life Sciences,2,1,91.25,3,3,Healthcare Representative,2,Single,10848.2,16616.62,7,0,19,4,0,16.82,4,3,11.42,9.0,5.0,2.41
42.0,0,1,864.0,Sales,10.32,4,Marketing,3,1,73.75,2,3,Sales Executive,3,Divorced,10848.2,6243.32,0,1,14,2,2,9.56,2,3,11.42,9.0,2.5,7.23
30.0,0,1,1118.0,Research & Development,28.96,4,Life Sciences,3,0,100.0,3,1,Research Scientist,4,Divorced,4161.8,26989.92,4,0,22,1,1,11.27,1,3,11.42,6.0,2.5,7.23
30.0,0,1,991.0,Research & Development,5.66,3,Medical,4,0,100.0,3,3,Manufacturing Director,2,Divorced,8619.400000000001,8317.98,0,0,17,2,1.0,11.27,3,2,11.42,9.0,2.5,7.23
48.0,0,1,483.0,Sales,5.66,1,Marketing,1,1,56.25,3,4,Manager,3,Married,6390.6,16616.62,3,0,12,4,1,26.3,3,3,17.13,12.0,5.0,9.64
42.0,0,1,229.0,Sales,5.66,2,Marketing,4,1,38.75,3,3,Sales Executive,2,Single,8619.400000000001,20765.94,7,0,16,3,0,11.27,2,3,5.71,3.0,2.5,2.41
48.0,0,2,1118.0,Research & Development,28.96,3,Life Sciences,3,0,91.25,3,3,Manufacturing Director,1,Married,13077.0,12467.3,8,0,11,3,1,16.82,1,3,11.42,9.0,2.5,2.41
42.0,1,2,229.0,Research & Development,5.66,3,Life Sciences,1,1,91.25,3,4,Healthcare Representative,4,Divorced,13077.0,14541.96,7,0,11,4,1.0,26.3,4,3,22.84,9.0,12.5,7.23
42.0,0,1,1372.0,Research & Development,14.98,3,Medical,3,1,47.5,2,5,Research Director,3,Single,6390.6,18691.28,1,0,14,1,0,26.3,2,4,22.84,9.0,5.0,9.64
24.0,0,1,991.0,Research & Development,5.66,1,Technical Degree,4,0,73.75,2,1,Research Scientist,2,Single,4161.8,26989.92,1,1,11,3,0,2.13,6,4,5.71,3.0,2.5,2.41
42.0,0,0,483.0,Research & Development,10.32,3,Life Sciences,3,1,73.75,3,2,Laboratory Technician,2,Single,8619.400000000001,10392.64,9,0,15,3,0,9.56,2,2,5.71,6.0,2.5,4.82
42.0,0,0,229.0,Research & Development,19.64,4,Life Sciences,1,1,82.5,3,2,Manufacturing Director,4,Single,8619.400000000001,24915.26,2,0,20,1,0,16.82,0,3,11.42,12.0,2.5,9.64
36.0,0,2,864.0,Sales,24.3,3,Life Sciences,3,1,73.75,4,1,Sales Representative,4,Married,4161.8,22840.6,0,0,12,1,1,2.13,4,3,5.71,3.0,2.5,2.41
30.0,0,1,1499.0,Research & Development,5.66,1,Life Sciences,1,1,73.75,2,1,Research Scientist,2,Married,4161.8,20765.94,0,0,17,1,0,5.4,2,1,5.71,6.0,2.5,4.82
36.0,0,2,1245.0,Sales,14.98,2,Marketing,4,1,56.25,3,2,Sales Executive,4,Divorced,6390.6,18691.28,1,0,11,4,1,5.4,3,3,5.71,3.0,2.5,2.41
54.0,0,1,229.0,Sales,10.32,4,Technical Degree,4,1,56.25,2,4,Sales Executive,2,Married,13077.0,12467.3,6,0,17,2,1,26.3,3,3,11.42,9.0,2.5,4.82
36.0,0,2,1118.0,Research & Development,5.66,2,Life Sciences,4,1,100.0,3,2,Manufacturing Director,3,Single,4161.8,16616.62,2,0,11,4,0,5.4,3,2,5.71,3.0,2.5,2.41
30.0,0,2,610.0,Research & Development,10.32,3,Life Sciences,4,0,65.0,3,1,Research Scientist,2,Divorced,4161.8,18691.28,0,0,14,4,2,7.43,2,2,11.42,6.0,2.5,2.41
48.0,0,1,229.0,Research & Development,28.96,3,Medical,2,1,56.25,1,2,Laboratory Technician,4,Single,4161.8,10392.64,4,0,19,1,0,16.82,3,3,5.71,3.0,2.5,2.41
30.0,0,1,737.0,Research & Development,10.32,1,Medical,2,1,82.5,2,2,Manufacturing Director,4,Married,6390.6,18691.28,1,1,15,3,1,11.27,2,2,11.42,9.0,2.5,2.41
42.0,0,1,483.0,Human Resources,5.66,3,Human Resources,3,1,38.75,4,1,Human Resources,3,Married,4161.8,6243.32,1,0,13,4,1,7.43,2,4,11.42,9.0,7.5,2.41
30.0,0,2,864.0,Research & Development,10.32,3,Life Sciences,3,1,47.5,2,1,Research Scientist,3,Divorced,4161.8,22840.6,1,1,14,4,1,2.13,2,3,5.71,3.0,2.5,2.41
24.0,1,0,356.0,Research & Development,10.32,1,Medical,3,1,82.5,3,1,Laboratory Technician,3,Single,4161.8,14541.96,1,0,12,4,0,2.13,0,3,5.71,3.0,2.5,2.41
36.0,1,1,610.0,Sales,10.32,4,Marketing,1,0,82.5,3,2,Sales Executive,1,Single,8619.400000000001,18691.28,0,1,17,1,0,5.4,3,3,5.71,3.0,2.5,4.82
42.0,0,1,229.0,Research & Development,14.98,4,Life Sciences,2,1,47.5,3,1,Laboratory Technician,4,Married,6390.6,10392.64,3,1,11,1,1,5.4,4,3,5.71,3.0,2.5,2.41
36.0,1,2,991.0,Research & Development,19.64,3,Medical,3,1,73.75,3,1,Laboratory Technician,3,Married,4161.8,6243.32,1,0,12,3,1,2.13,5,2,5.71,3.0,2.5,2.41
42.0,0,1,483.0,Research & Development,28.96,2,Medical,3,0,56.25,2,2,Healthcare Representative,4,Divorced,6390.6,18691.28,7,0,13,3,2,9.56,2,3,11.42,3.0,2.5,4.82
30.0,0,1,229.0,Research & Development,10.32,3,Life Sciences,4,1,56.25,2,1,Research Scientist,3,Married,4161.8,8317.98,1,0,13,3,1,2.13,0,3,5.71,3.0,2.5,2.41
36.0,0,1,1499.0,Sales,10.32,1,Life Sciences,2,0,73.75,3,2,Sales Executive,3,Married,6390.6,6243.32,1,0,20,1,0,5.4,3,2,11.42,6.0,2.5,4.82
36.0,0,1,610.0,Human Resources,10.32,4,Technical Degree,3,1,100.0,3,1,Human Resources,3,Single,4161.8,8317.98,1,0,17,2,0,5.4,2,1,5.71,6.0,2.5,4.82
30.0,1,1,483.0,Sales,24.3,1,Life Sciences,4,0,47.5,2,3,Sales Executive,1,Married,8619.400000000001,12467.3,1,0,13,1,1,11.27,3,1,11.42,9.0,5.0,12.05
42.0,0,2,610.0,Research & Development,10.32,4,Medical,2,0,91.25,3,3,Research Director,3,Single,13077.0,14541.96,9,0,17,3,0,16.82,3,2,22.84,9.0,2.5,14.46
48.0,1,2,483.0,Sales,14.98,3,Life Sciences,3,1,47.5,3,4,Sales Executive,1,Single,13077.0,4168.66,0,1,12,2,0,26.3,2,2,22.84,12.0,15.0,14.46
48.0,0,1,737.0,Sales,5.66,4,Marketing,2,1,47.5,3,2,Sales Executive,1,Single,6390.6,4168.66,7,0,13,4,0,9.56,3,4,11.42,6.0,2.5,7.23
36.0,0,1,991.0,Research & Development,5.66,4,Medical,4,1,65.0,2,1,Laboratory Technician,3,Married,4161.8,16616.62,6,0,12,2,1,11.27,2,3,11.42,3.0,2.5,7.23
30.0,0,1,483.0,Research & Development,24.3,3,Medical,4,1,56.25,3,1,Laboratory Technician,2,Single,4161.8,8317.98,8,0,22,4,0,5.4,2,3,5.71,6.0,2.5,2.41
30.0,1,1,1499.0,Research & Development,14.98,1,Life Sciences,3,0,82.5,3,1,Laboratory Technician,4,Married,4161.8,24915.26,1,1,11,4,0,2.13,4,2,5.71,3.0,2.5,2.41
30.0,0,1,1499.0,Research & Development,5.66,4,Medical,1,1,82.5,4,1,Laboratory Technician,4,Married,6390.6,14541.96,1,0,22,2,1,7.43,2,3,11.42,9.0,2.5,7.23
36.0,0,1,864.0,Sales,10.32,3,Marketing,3,1,73.75,2,2,Sales Executive,3,Married,8619.400000000001,4168.66,1,0,18,1,1,11.27,3,3,11.42,6.0,2.5,4.82
42.0,0,2,991.0,Research & Development,28.96,2,Medical,3,0,100.0,2,2,Research Scientist,4,Married,6390.6,22840.6,3,1,13,4,1,16.82,3,1,5.71,3.0,2.5,2.41
36.0,0,1,864.0,Research & Development,5.66,3,Life Sciences,3,1,47.5,2,3,Manufacturing Director,2,Divorced,10848.2,20765.94,2,0,18,2,1,16.82,2,4,11.42,9.0,7.5,4.82
36.0,0,2,737.0,Research & Development,5.66,3,Medical,4,1,100.0,2,2,Healthcare Representative,1,Single,6390.6,26989.92,0,0,20,3,0,11.27,3,3,17.13,12.0,5.0,9.64
36.0,0,2,737.0,Research & Development,5.66,4,Other,4,1,47.5,2,1,Laboratory Technician,4,Married,4161.8,26989.92,1,0,13,2,1,2.13,2,4,5.71,3.0,2.5,2.41
48.0,1,1,1499.0,Sales,10.32,3,Marketing,1,0,91.25,1,2,Sales Executive,3,Single,6390.6,10392.64,8,0,13,2,0,7.43,2,2,5.71,6.0,2.5,4.82
36.0,0,0,864.0,Sales,5.66,1,Life Sciences,3,0,82.5,3,1,Sales Representative,1,Divorced,4161.8,16616.62,1,0,12,3,1.0,2.13,3,3,5.71,3.0,2.5,2.41
60.0,0,1,737.0,Research & Development,5.66,4,Technical Degree,4,0,100.0,3,5,Manager,1,Divorced,6390.6,18691.28,4,0,13,4,1,26.3,2,3,5.71,3.0,5.0,2.41
30.0,0,1,1499.0,Research & Development,10.32,1,Medical,2,0,56.25,3,1,Laboratory Technician,4,Married,4161.8,26989.92,1,0,13,1,1,9.56,5,3,11.42,9.0,2.5,9.64
24.0,0,1,737.0,Research & Development,10.32,2,Life Sciences,3,1,56.25,3,1,Research Scientist,1,Single,4161.8,8317.98,1,0,25,3,0,2.13,4,3,5.71,3.0,2.5,2.41
48.0,0,1,1499.0,Research & Development,10.32,3,Medical,1,0,91.25,3,1,Research Scientist,3,Married,6390.6,20765.94,4,1,19,3,1,7.43,2,2,5.71,3.0,2.5,2.41
42.0,0,1,991.0,Research & Development,5.66,3,Life Sciences,4,0,56.25,2,2,Manufacturing Director,4,Married,6390.6,10392.64,1,0,13,2,1,16.82,2,2,17.13,9.0,5.0,12.05
24.0,0,1,864.0,Research & Development,5.66,3,Life Sciences,1,1,91.25,2,1,Laboratory Technician,3,Single,4161.8,14541.96,1,0,12,1,0,2.13,2,2,5.71,3.0,2.5,2.41
48.0,1,1,1118.0,Research & Development,10.32,4,Life Sciences,3,1,100.0,3,1,Research Scientist,3,Single,4161.8,12467.3,1,1,11,3,0,5.4,4,3,11.42,6.0,2.5,2.41
54.0,0,1,1245.0,Research & Development,10.32,2,Medical,4,0,56.25,3,5,Manager,3,Divorced,6390.6,18691.28,3,0,18,2,1,26.3,6,3,11.42,9.0,5.0,7.23
30.0,0,1,991.0,Research & Development,19.64,1,Life Sciences,2,0,73.75,1,1,Research Scientist,4,Married,4161.8,26989.92,0,1,18,1,1,5.4,2,2,5.71,6.0,2.5,4.82
24.0,1,2,1372.0,Research & Development,5.66,4,Life Sciences,3,1,56.25,2,1,Research Scientist,4,Married,4161.8,6243.32,0,1,11,2,1,2.13,5,3,5.71,3.0,2.5,2.41
48.0,0,1,1499.0,Sales,5.66,3,Marketing,3,0,73.75,3,4,Manager,1,Married,6390.6,24915.26,8,0,23,1,0,26.3,2,3,28.55,18.0,15.0,9.64
48.0,0,0,229.0,Research & Development,19.64,3,Life Sciences,4,1,82.5,1,1,Research Scientist,3,Single,4161.8,6243.32,2,0,13,4,0,5.4,3,3,5.71,3.0,2.5,2.41
36.0,0,1,229.0,Human Resources,5.66,3,Human Resources,2,1,100.0,3,1,Human Resources,3,Married,4161.8,10392.64,1,0,13,4,1,5.4,2,3,5.71,6.0,2.5,4.82
42.0,1,0,991.0,Research & Development,5.66,2,Life Sciences,1,1,100.0,2,1,Research Scientist,1,Divorced,4161.8,20765.94,6,0,17,1,1,5.4,2,1,5.71,3.0,2.5,2.41
36.0,0,1,1372.0,Sales,28.96,4,Life Sciences,3,1,65.0,3,2,Sales Executive,1,Divorced,4161.8,14541.96,8,0,19,3,1.0,7.43,3,3,5.71,6.0,2.5,4.82
